Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Botafogo,1,0.00,108.00,30.00,58.00,20.00,41.00,13.00,28.00,24.00,12.00,2.00,108.00,10.00,23.00,43.48,29.00,52.00,55.77,20.00,26.00,76.92,0.00,7.00,0.58,4.00,22.00,0.18,12.00,2.00,130.00
BRB/Brasília,1,0.00,106.00,51.00,32.00,23.00,40.00,13.00,27.00,24.00,14.00,1.71,106.00,17.00,41.00,41.46,16.00,34.00,47.06,23.00,26.00,88.46,1.00,4.00,0.29,2.00,25.00,0.08,14.00,5.00,117.00
UNIFACISA,1,0.00,89.00,30.00,38.00,21.00,37.00,13.00,24.00,24.00,5.00,4.80,89.00,10.00,31.00,32.26,19.00,36.00,52.78,21.00,28.00,75.00,1.00,11.00,2.20,1.00,21.00,0.05,5.00,2.00,112.00
R10 Score Vasco da Gama,1,0.00,84.00,27.00,34.00,23.00,35.00,7.00,28.00,18.00,11.00,1.64,84.00,9.00,23.00,39.13,17.00,31.00,54.84,23.00,32.00,71.88,3.00,3.00,0.27,2.00,24.00,0.08,11.00,1.00,94.00
Cerrado,1,0.00,81.00,30.00,38.00,13.00,36.00,11.00,25.00,15.00,9.00,1.67,81.00,10.00,30.00,33.33,19.00,36.00,52.78,13.00,18.00,72.22,1.00,3.00,0.33,3.00,26.00,0.12,9.00,2.00,87.00
Corinthians,1,0.00,81.00,15.00,56.00,10.00,43.00,12.00,31.00,20.00,8.00,2.50,81.00,5.00,20.00,25.00,28.00,48.00,58.33,10.00,19.00,52.63,2.00,8.00,1.00,5.00,17.00,0.29,8.00,3.00,105.00
Mogi,1,0.00,79.00,36.00,28.00,15.00,43.00,15.00,28.00,17.00,13.00,1.31,79.00,12.00,28.00,42.86,14.00,37.00,37.84,15.00,20.00,75.00,2.00,4.00,0.31,1.00,20.00,0.05,13.00,5.00,87.00
Sesi Franca,1,0.00,78.00,21.00,42.00,15.00,45.00,15.00,30.00,17.00,17.00,1.00,78.00,7.00,25.00,28.00,21.00,37.00,56.76,15.00,19.00,78.95,2.00,4.00,0.24,1.00,17.00,0.06,17.00,3.00,90.00
União Corinthians,1,0.00,70.00,27.00,32.00,11.00,40.00,10.00,30.00,18.00,13.00,1.38,70.00,9.00,26.00,34.62,16.00,38.00,42.11,11.00,18.00,61.11,0.00,4.00,0.31,3.00,17.00,0.18,13.00,4.00,76.00
Bauru Basket,1,0.00,67.00,21.00,32.00,14.00,24.00,5.00,19.00,12.00,12.00,1.00,67.00,7.00,24.00,29.17,16.00,33.00,48.48,14.00,20.00,70.00,0.00,8.00,0.67,4.00,21.00,0.19,12.00,2.00,63.00
Pinheiros,1,0.00,67.00,12.00,38.00,17.00,38.00,14.00,24.00,13.00,18.00,0.72,67.00,4.00,19.00,21.05,19.00,41.00,46.34,17.00,20.00,85.00,1.00,2.00,0.11,3.00,21.00,0.14,18.00,4.00,65.00
Coop/São José Basketball,1,0.00,64.00,15.00,38.00,11.00,38.00,12.00,26.00,19.00,14.00,1.36,64.00,5.00,22.00,22.73,19.00,42.00,45.24,11.00,15.00,73.33,4.00,7.00,0.50,1.00,19.00,0.05,14.00,2.00,71.00
